,PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
236,237.0,0.0,2.0,"Hold, Mr. Stephen",male,44.0,1.0,0.0,26707,26.0,,S
237,238.0,1.0,2.0,"Collyer, Miss. Marjorie ""Lottie""",female,8.0,0.0,2.0,C.A. 31921,26.25,,S
238,239.0,0.0,2.0,"Pengelly, Mr. Frederick William",male,19.0,0.0,0.0,28665,10.5,,S
239,240.0,0.0,2.0,"Hunt, Mr. George Henry",male,33.0,0.0,0.0,SCO/W 1585,12.275,,S
240,241.0,0.0,3.0,"Zabour, Miss. Thamine",female,,1.0,0.0,2665,14.4542,,C
241,242.0,1.0,3.0,"Murphy, Miss. Katherine ""Kate""",female,,1.0,0.0,367230,15.5,,Q
242,243.0,0.0,2.0,"Coleridge, Mr. Reginald Charles",male,29.0,0.0,0.0,W./C. 14263,10.5,,S
243,244.0,0.0,3.0,"Maenpaa, Mr. Matti Alexanteri",male,22.0,0.0,0.0,STON/O 2. 3101275,7.125,,S
244,245.0,0.0,3.0,"Attalah, Mr. Sleiman",male,30.0,0.0,0.0,2694,7.225,,C
245,246.0,0.0,1.0,"Minahan, Dr. William Edward",male,44.0,2.0,0.0,19928,90.0,C78,Q
246,247.0,0.0,3.0,"Lindahl, Miss. Agda Thorilda Viktoria",female,25.0,0.0,0.0,347071,7.775,,S
247,248.0,1.0,2.0,"Hamalainen, Mrs. William (Anna)",female,24.0,0.0,2.0,250649,14.5,,S
248,249.0,1.0,1.0,"Beckwith, Mr. Richard Leonard",male,37.0,1.0,1.0,11751,52.5542,D35,S
249,250.0,0.0,2.0,"Carter, Rev. Ernest Courtenay",male,54.0,1.0,0.0,244252,26.0,,S
250,251.0,0.0,3.0,"Reed, Mr. James George",male,,0.0,0.0,362316,7.25,,S
251,252.0,0.0,3.0,"Strom, Mrs. Wilhelm (Elna Matilda Persson)",female,29.0,1.0,1.0,347054,10.4625,G6,S
252,253.0,0.0,1.0,"Stead, Mr. William Thomas",male,62.0,0.0,0.0,113514,26.55,C87,S
253,254.0,0.0,3.0,"Lobb, Mr. William Arthur",male,30.0,1.0,0.0,A/5. 3336,16.1,,S
254,255.0,0.0,3.0,"Rosblom, Mrs. Viktor (Helena Wilhelmina)",female,41.0,0.0,2.0,370129,20.2125,,S
255,256.0,1.0,3.0,"Touma, Mrs. Darwis (Hanne Youssef Razi)",female,29.0,0.0,2.0,2650,15.2458,,C
256,257.0,1.0,1.0,"Thorne, Mrs. Gertrude Maybelle",female,,0.0,0.0,PC 17585,79.2,,C
257,258.0,1.0,1.0,"Cherry, Miss. Gladys",female,30.0,0.0,0.0,110152,86.5,B77,S
258,259.0,1.0,1.0,"Ward, Miss. Anna",female,35.0,0.0,0.0,PC 17755,512.3292,,C
259,260.0,1.0,2.0,"Parrish, Mrs. (Lutie Davis)",female,50.0,0.0,1.0,230433,26.0,,S
260,261.0,0.0,3.0,"Smith, Mr. Thomas",male,,0.0,0.0,384461,7.75,,Q
261,262.0,1.0,3.0,"Asplund, Master. Edvin Rojj Felix",male,3.0,4.0,2.0,347077,31.3875,,S
262,263.0,0.0,1.0,"Taussig, Mr. Emil",male,52.0,1.0,1.0,110413,79.65,E67,S
263,264.0,0.0,1.0,"Harrison, Mr. William",male,40.0,0.0,0.0,112059,0.0,B94,S
264,265.0,0.0,3.0,"Henry, Miss. Delia",female,,0.0,0.0,382649,7.75,,Q
265,266.0,0.0,2.0,"Reeves, Mr. David",male,36.0,0.0,0.0,C.A. 17248,10.5,,S
266,267.0,0.0,3.0,"Panula, Mr. Ernesti Arvid",male,16.0,4.0,1.0,3101295,39.6875,,S
267,268.0,1.0,3.0,"Persson, Mr. Ernst Ulrik",male,25.0,1.0,0.0,347083,7.775,,S
268,269.0,1.0,1.0,"Graham, Mrs. William Thompson (Edith Junkins)",female,58.0,0.0,1.0,PC 17582,153.4625,C125,S
269,270.0,1.0,1.0,"Bissette, Miss. Amelia",female,35.0,0.0,0.0,PC 17760,135.6333,C99,S
270,271.0,0.0,1.0,"Cairns, Mr. Alexander",male,,0.0,0.0,113798,31.0,,S
271,272.0,1.0,3.0,"Tornquist, Mr. William Henry",male,25.0,0.0,0.0,LINE,0.0,,S
272,273.0,1.0,2.0,"Mellinger, Mrs. (Elizabeth Anne Maidment)",female,41.0,0.0,1.0,250644,19.5,,S
273,274.0,0.0,1.0,"Natsch, Mr. Charles H",male,37.0,0.0,1.0,PC 17596,29.7,C118,C
274,275.0,1.0,3.0,"Healy, Miss. Hanora ""Nora""",female,,0.0,0.0,370375,7.75,,Q
275,276.0,1.0,1.0,"Andrews, Miss. Kornelia Theodosia",female,63.0,1.0,0.0,13502,77.9583,D7,S
276,277.0,0.0,3.0,"Lindblom, Miss. Augusta Charlotta",female,45.0,0.0,0.0,347073,7.75,,S
277,278.0,0.0,2.0,"Parkes, Mr. Francis ""Frank""",male,,0.0,0.0,239853,0.0,,S
278,279.0,0.0,3.0,"Rice, Master. Eric",male,7.0,4.0,1.0,382652,29.125,,Q
279,280.0,1.0,3.0,"Abbott, Mrs. Stanton (Rosa Hunt)",female,35.0,1.0,1.0,C.A. 2673,20.25,,S
280,281.0,0.0,3.0,"Duane, Mr. Frank",male,65.0,0.0,0.0,336439,7.75,,Q
281,282.0,0.0,3.0,"Olsson, Mr. Nils Johan Goransson",male,28.0,0.0,0.0,347464,7.8542,,S
282,283.0,0.0,3.0,"de Pelsmaeker, Mr. Alfons",male,16.0,0.0,0.0,345778,9.5,,S
283,284.0,1.0,3.0,"Dorking, Mr. Edward Arthur",male,19.0,0.0,0.0,A/5. 10482,8.05,,S
284,285.0,0.0,1.0,"Smith, Mr. Richard William",male,,0.0,0.0,113056,26.0,A19,S
285,286.0,0.0,3.0,"Stankovic, Mr. Ivan",male,33.0,0.0,0.0,349239,8.6625,,C
286,287.0,1.0,3.0,"de Mulder, Mr. Theodore",male,30.0,0.0,0.0,345774,9.5,,S
287,288.0,0.0,3.0,"Naidenoff, Mr. Penko",male,22.0,0.0,0.0,349206,7.8958,,S
288,289.0,1.0,2.0,"Hosono, Mr. Masabumi",male,42.0,0.0,0.0,237798,13.0,,S
289,290.0,1.0,3.0,"Connolly, Miss. Kate",female,22.0,0.0,0.0,370373,7.75,,Q
290,291.0,1.0,1.0,"Barber, Miss. Ellen ""Nellie""",female,26.0,0.0,0.0,19877,78.85,,S
291,292.0,1.0,1.0,"Bishop, Mrs. Dickinson H (Helen Walton)",female,19.0,1.0,0.0,11967,91.0792,B49,C
292,293.0,0.0,2.0,"Levy, Mr. Rene Jacques",male,36.0,0.0,0.0,SC/Paris 2163,12.875,D,C
293,294.0,0.0,3.0,"Haas, Miss. Aloisia",female,24.0,0.0,0.0,349236,8.85,,S
294,295.0,0.0,3.0,"Mineff, Mr. Ivan",male,24.0,0.0,0.0,349233,7.8958,,S
295,296.0,0.0,1.0,"Lewy, Mr. Ervin G",male,,0.0,0.0,PC 17612,27.7208,,C
296,297.0,0.0,3.0,"Hanna, Mr. Mansour",male,23.5,0.0,0.0,2693,7.2292,,C
297,298.0,0.0,1.0,"Allison, Miss. Helen Loraine",female,2.0,1.0,2.0,113781,151.55,C22 C26,S
298,299.0,1.0,1.0,"Saalfeld, Mr. Adolphe",male,,0.0,0.0,19988,30.5,C106,S
299,300.0,1.0,1.0,"Baxter, Mrs. James (Helene DeLaudeniere Chaput)",female,50.0,0.0,1.0,PC 17558,247.5208,B58 B60,C
300,301.0,1.0,3.0,"Kelly, Miss. Anna Katherine ""Annie Kate""",female,,0.0,0.0,9234,7.75,,Q
301,302.0,1.0,3.0,"McCoy, Mr. Bernard",male,,2.0,0.0,367226,23.25,,Q
302,303.0,0.0,3.0,"Johnson, Mr. William Cahoone Jr",male,19.0,0.0,0.0,LINE,0.0,,S
303,304.0,1.0,2.0,"Keane, Miss. Nora A",female,,0.0,0.0,226593,12.35,E101,Q
304,305.0,0.0,3.0,"Williams, Mr. Howard Hugh ""Harry""",male,,0.0,0.0,A/5 2466,8.05,,S
305,306.0,1.0,1.0,"Allison, Master. Hudson Trevor",male,0.92,1.0,2.0,113781,151.55,C22 C26,S
306,307.0,1.0,1.0,"Fleming, Miss. Margaret",female,,0.0,0.0,17421,110.8833,,C
307,308.0,1.0,1.0,"Penasco y Castellana, Mrs. Victor de Satode (Maria Josefa Perez de Soto y Vallejo)",female,17.0,1.0,0.0,PC 17758,108.9,C65,C
308,309.0,0.0,2.0,"Abelson, Mr. Samuel",male,30.0,1.0,0.0,P/PP 3381,24.0,,C
309,310.0,1.0,1.0,"Francatelli, Miss. Laura Mabel",female,30.0,0.0,0.0,PC 17485,56.9292,E36,C
310,311.0,1.0,1.0,"Hays, Miss. Margaret Bechstein",female,24.0,0.0,0.0,11767,83.1583,C54,C
311,312.0,1.0,1.0,"Ryerson, Miss. Emily Borie",female,18.0,2.0,2.0,PC 17608,262.375,B57 B59 B63 B66,C
312,313.0,0.0,2.0,"Lahtinen, Mrs. William (Anna Sylfven)",female,26.0,1.0,1.0,250651,26.0,,S
313,314.0,0.0,3.0,"Hendekovic, Mr. Ignjac",male,28.0,0.0,0.0,349243,7.8958,,S
314,315.0,0.0,2.0,"Hart, Mr. Benjamin",male,43.0,1.0,1.0,F.C.C. 13529,26.25,,S
315,316.0,1.0,3.0,"Nilsson, Miss. Helmina Josefina",female,26.0,0.0,0.0,347470,7.8542,,S
316,317.0,1.0,2.0,"Kantor, Mrs. Sinai (Miriam Sternin)",female,24.0,1.0,0.0,244367,26.0,,S
317,318.0,0.0,2.0,"Moraweck, Dr. Ernest",male,54.0,0.0,0.0,29011,14.0,,S
318,319.0,1.0,1.0,"Wick, Miss. Mary Natalie",female,31.0,0.0,2.0,36928,164.8667,C7,S
319,320.0,1.0,1.0,"Spedden, Mrs. Frederic Oakley (Margaretta Corning Stone)",female,40.0,1.0,1.0,16966,134.5,E34,C
320,321.0,0.0,3.0,"Dennis, Mr. Samuel",male,22.0,0.0,0.0,A/5 21172,7.25,,S
321,322.0,0.0,3.0,"Danoff, Mr. Yoto",male,27.0,0.0,0.0,349219,7.8958,,S
322,323.0,1.0,2.0,"Slayter, Miss. Hilda Mary",female,30.0,0.0,0.0,234818,12.35,,Q
323,324.0,1.0,2.0,"Caldwell, Mrs. Albert Francis (Sylvia Mae Harbaugh)",female,22.0,1.0,1.0,248738,29.0,,S
324,325.0,0.0,3.0,"Sage, Mr. George John Jr",male,,8.0,2.0,CA. 2343,69.55,,S
325,326.0,1.0,1.0,"Young, Miss. Marie Grice",female,36.0,0.0,0.0,PC 17760,135.6333,C32,C
326,327.0,0.0,3.0,"Nysveen, Mr. Johan Hansen",male,61.0,0.0,0.0,345364,6.2375,,S
327,328.0,1.0,2.0,"Ball, Mrs. (Ada E Hall)",female,36.0,0.0,0.0,28551,13.0,D,S
328,329.0,1.0,3.0,"Goldsmith, Mrs. Frank John (Emily Alice Brown)",female,31.0,1.0,1.0,363291,20.525,,S
329,330.0,1.0,1.0,"Hippach, Miss. Jean Gertrude",female,16.0,0.0,1.0,111361,57.9792,B18,C
330,331.0,1.0,3.0,"McCoy, Miss. Agnes",female,,2.0,0.0,367226,23.25,,Q
331,332.0,0.0,1.0,"Partner, Mr. Austen",male,45.5,0.0,0.0,113043,28.5,C124,S
332,333.0,0.0,1.0,"Graham, Mr. George Edward",male,38.0,0.0,1.0,PC 17582,153.4625,C91,S
333,334.0,0.0,3.0,"Vander Planke, Mr. Leo Edmondus",male,16.0,2.0,0.0,345764,18.0,,S
334,335.0,1.0,1.0,"Frauenthal, Mrs. Henry William (Clara Heinsheimer)",female,,1.0,0.0,PC 17611,133.65,,S
335,336.0,0.0,3.0,"Denkoff, Mr. Mitto",male,,0.0,0.0,349225,7.8958,,S
336,337.0,0.0,1.0,"Pears, Mr. Thomas Clinton",male,29.0,1.0,0.0,113776,66.6,C2,S
337,338.0,1.0,1.0,"Burns, Miss. Elizabeth Margaret",female,41.0,0.0,0.0,16966,134.5,E40,C
338,339.0,1.0,3.0,"Dahl, Mr. Karl Edwart",male,45.0,0.0,0.0,7598,8.05,,S
339,340.0,0.0,1.0,"Blackwell, Mr. Stephen Weart",male,45.0,0.0,0.0,113784,35.5,T,S
340,341.0,1.0,2.0,"Navratil, Master. Edmond Roger",male,2.0,1.0,1.0,230080,26.0,F2,S
341,342.0,1.0,1.0,"Fortune, Miss. Alice Elizabeth",female,24.0,3.0,2.0,19950,263.0,C23 C25 C27,S
342,343.0,0.0,2.0,"Collander, Mr. Erik Gustaf",male,28.0,0.0,0.0,248740,13.0,,S
343,344.0,0.0,2.0,"Sedgwick, Mr. Charles Frederick Waddington",male,25.0,0.0,0.0,244361,13.0,,S
344,345.0,0.0,2.0,"Fox, Mr. Stanley Hubert",male,36.0,0.0,0.0,229236,13.0,,S
345,346.0,1.0,2.0,"Brown, Miss. Amelia ""Mildred""",female,24.0,0.0,0.0,248733,13.0,F33,S
346,347.0,1.0,2.0,"Smith, Miss. Marion Elsie",female,40.0,0.0,0.0,31418,13.0,,S
347,348.0,1.0,3.0,"Davison, Mrs. Thomas Henry (Mary E Finck)",female,,1.0,0.0,386525,16.1,,S
348,349.0,1.0,3.0,"Coutts, Master. William Loch ""William""",male,3.0,1.0,1.0,C.A. 37671,15.9,,S
349,350.0,0.0,3.0,"Dimic, Mr. Jovan",male,42.0,0.0,0.0,315088,8.6625,,S
350,351.0,0.0,3.0,"Odahl, Mr. Nils Martin",male,23.0,0.0,0.0,7267,9.225,,S
351,352.0,0.0,1.0,"Williams-Lambert, Mr. Fletcher Fellows",male,,0.0,0.0,113510,35.0,C128,S
352,353.0,0.0,3.0,"Elias, Mr. Tannous",male,15.0,1.0,1.0,2695,7.2292,,C
353,354.0,0.0,3.0,"Arnold-Franchi, Mr. Josef",male,25.0,1.0,0.0,349237,17.8,,S
354,355.0,0.0,3.0,"Yousif, Mr. Wazli",male,,0.0,0.0,2647,7.225,,C
355,356.0,0.0,3.0,"Vanden Steen, Mr. Leo Peter",male,28.0,0.0,0.0,345783,9.5,,S
356,357.0,1.0,1.0,"Bowerman, Miss. Elsie Edith",female,22.0,0.0,1.0,113505,55.0,E33,S
357,358.0,0.0,2.0,"Funk, Miss. Annie Clemmer",female,38.0,0.0,0.0,237671,13.0,,S
358,359.0,1.0,3.0,"McGovern, Miss. Mary",female,,0.0,0.0,330931,7.8792,,Q
359,360.0,1.0,3.0,"Mockler, Miss. Helen Mary ""Ellie""",female,,0.0,0.0,330980,7.8792,,Q
360,361.0,0.0,3.0,"Skoog, Mr. Wilhelm",male,40.0,1.0,4.0,347088,27.9,,S
361,362.0,0.0,2.0,"del Carlo, Mr. Sebastiano",male,29.0,1.0,0.0,SC/PARIS 2167,27.7208,,C
362,363.0,0.0,3.0,"Barbara, Mrs. (Catherine David)",female,45.0,0.0,1.0,2691,14.4542,,C
363,364.0,0.0,3.0,"Asim, Mr. Adola",male,35.0,0.0,0.0,SOTON/O.Q. 3101310,7.05,,S
364,365.0,0.0,3.0,"O'Brien, Mr. Thomas",male,,1.0,0.0,370365,15.5,,Q
365,366.0,0.0,3.0,"Adahl, Mr. Mauritz Nils Martin",male,30.0,0.0,0.0,C 7076,7.25,,S
366,367.0,1.0,1.0,"Warren, Mrs. Frank Manley (Anna Sophia Atkinson)",female,60.0,1.0,0.0,110813,75.25,D37,C
367,368.0,1.0,3.0,"Moussa, Mrs. (Mantoura Boulos)",female,,0.0,0.0,2626,7.2292,,C
368,369.0,1.0,3.0,"Jermyn, Miss. Annie",female,,0.0,0.0,14313,7.75,,Q
369,370.0,1.0,1.0,"Aubart, Mme. Leontine Pauline",female,24.0,0.0,0.0,PC 17477,69.3,B35,C
370,371.0,1.0,1.0,"Harder, Mr. George Achilles",male,25.0,1.0,0.0,11765,55.4417,E50,C
371,372.0,0.0,3.0,"Wiklund, Mr. Jakob Alfred",male,18.0,1.0,0.0,3101267,6.4958,,S
372,373.0,0.0,3.0,"Beavan, Mr. William Thomas",male,19.0,0.0,0.0,323951,8.05,,S
373,374.0,0.0,1.0,"Ringhini, Mr. Sante",male,22.0,0.0,0.0,PC 17760,135.6333,,C
374,375.0,0.0,3.0,"Palsson, Miss. Stina Viola",female,3.0,3.0,1.0,349909,21.075,,S
375,376.0,1.0,1.0,"Meyer, Mrs. Edgar Joseph (Leila Saks)",female,,1.0,0.0,PC 17604,82.1708,,C
376,377.0,1.0,3.0,"Landergren, Miss. Aurora Adelia",female,22.0,0.0,0.0,C 7077,7.25,,S
377,378.0,0.0,1.0,"Widener, Mr. Harry Elkins",male,27.0,0.0,2.0,113503,211.5,C82,C
378,379.0,0.0,3.0,"Betros, Mr. Tannous",male,20.0,0.0,0.0,2648,4.0125,,C
379,380.0,0.0,3.0,"Gustafsson, Mr. Karl Gideon",male,19.0,0.0,0.0,347069,7.775,,S
380,381.0,1.0,1.0,"Bidois, Miss. Rosalie",female,42.0,0.0,0.0,PC 17757,227.525,,C
381,382.0,1.0,3.0,"Nakid, Miss. Maria (""Mary"")",female,1.0,0.0,2.0,2653,15.7417,,C
382,383.0,0.0,3.0,"Tikkanen, Mr. Juho",male,32.0,0.0,0.0,STON/O 2. 3101293,7.925,,S
383,384.0,1.0,1.0,"Holverson, Mrs. Alexander Oskar (Mary Aline Towner)",female,35.0,1.0,0.0,113789,52.0,,S
384,385.0,0.0,3.0,"Plotcharsky, Mr. Vasil",male,,0.0,0.0,349227,7.8958,,S
385,386.0,0.0,2.0,"Davies, Mr. Charles Henry",male,18.0,0.0,0.0,S.O.C. 14879,73.5,,S
386,387.0,0.0,3.0,"Goodwin, Master. Sidney Leonard",male,1.0,5.0,2.0,CA 2144,46.9,,S
387,388.0,1.0,2.0,"Buss, Miss. Kate",female,36.0,0.0,0.0,27849,13.0,,S
388,389.0,0.0,3.0,"Sadlier, Mr. Matthew",male,,0.0,0.0,367655,7.7292,,Q
389,390.0,1.0,2.0,"Lehmann, Miss. Bertha",female,17.0,0.0,0.0,SC 1748,12.0,,C
390,391.0,1.0,1.0,"Carter, Mr. William Ernest",male,36.0,1.0,2.0,113760,120.0,B96 B98,S
391,392.0,1.0,3.0,"Jansson, Mr. Carl Olof",male,21.0,0.0,0.0,350034,7.7958,,S
392,393.0,0.0,3.0,"Gustafsson, Mr. Johan Birger",male,28.0,2.0,0.0,3101277,7.925,,S
393,394.0,1.0,1.0,"Newell, Miss. Marjorie",female,23.0,1.0,0.0,35273,113.275,D36,C
394,395.0,1.0,3.0,"Sandstrom, Mrs. Hjalmar (Agnes Charlotta Bengtsson)",female,24.0,0.0,2.0,PP 9549,16.7,G6,S
395,396.0,0.0,3.0,"Johansson, Mr. Erik",male,22.0,0.0,0.0,350052,7.7958,,S
396,397.0,0.0,3.0,"Olsson, Miss. Elina",female,31.0,0.0,0.0,350407,7.8542,,S
397,398.0,0.0,2.0,"McKane, Mr. Peter David",male,46.0,0.0,0.0,28403,26.0,,S
398,399.0,0.0,2.0,"Pain, Dr. Alfred",male,23.0,0.0,0.0,244278,10.5,,S
399,400.0,1.0,2.0,"Trout, Mrs. William H (Jessie L)",female,28.0,0.0,0.0,240929,12.65,,S
400,401.0,1.0,3.0,"Niskanen, Mr. Juha",male,39.0,0.0,0.0,STON/O 2. 3101289,7.925,,S
401,402.0,0.0,3.0,"Adams, Mr. John",male,26.0,0.0,0.0,341826,8.05,,S
402,403.0,0.0,3.0,"Jussila, Miss. Mari Aina",female,21.0,1.0,0.0,4137,9.825,,S
403,404.0,0.0,3.0,"Hakkarainen, Mr. Pekka Pietari",male,28.0,1.0,0.0,STON/O2. 3101279,15.85,,S
404,405.0,0.0,3.0,"Oreskovic, Miss. Marija",female,20.0,0.0,0.0,315096,8.6625,,S
405,406.0,0.0,2.0,"Gale, Mr. Shadrach",male,34.0,1.0,0.0,28664,21.0,,S
406,407.0,0.0,3.0,"Widegren, Mr. Carl/Charles Peter",male,51.0,0.0,0.0,347064,7.75,,S
407,408.0,1.0,2.0,"Richards, Master. William Rowe",male,3.0,1.0,1.0,29106,18.75,,S
408,409.0,0.0,3.0,"Birkeland, Mr. Hans Martin Monsen",male,21.0,0.0,0.0,312992,7.775,,S
409,410.0,0.0,3.0,"Lefebre, Miss. Ida",female,,3.0,1.0,4133,25.4667,,S
410,411.0,0.0,3.0,"Sdycoff, Mr. Todor",male,,0.0,0.0,349222,7.8958,,S
411,412.0,0.0,3.0,"Hart, Mr. Henry",male,,0.0,0.0,394140,6.8583,,Q
412,413.0,1.0,1.0,"Minahan, Miss. Daisy E",female,33.0,1.0,0.0,19928,90.0,C78,Q
413,414.0,0.0,2.0,"Cunningham, Mr. Alfred Fleming",male,,0.0,0.0,239853,0.0,,S
414,415.0,1.0,3.0,"Sundman, Mr. Johan Julian",male,44.0,0.0,0.0,STON/O 2. 3101269,7.925,,S
415,416.0,0.0,3.0,"Meek, Mrs. Thomas (Annie Louise Rowley)",female,,0.0,0.0,343095,8.05,,S
416,417.0,1.0,2.0,"Drew, Mrs. James Vivian (Lulu Thorne Christian)",female,34.0,1.0,1.0,28220,32.5,,S
417,418.0,1.0,2.0,"Silven, Miss. Lyyli Karoliina",female,18.0,0.0,2.0,250652,13.0,,S
418,419.0,0.0,2.0,"Matthews, Mr. William John",male,30.0,0.0,0.0,28228,13.0,,S
419,420.0,0.0,3.0,"Van Impe, Miss. Catharina",female,10.0,0.0,2.0,345773,24.15,,S
420,421.0,0.0,3.0,"Gheorgheff, Mr. Stanio",male,,0.0,0.0,349254,7.8958,,C
421,422.0,0.0,3.0,"Charters, Mr. David",male,21.0,0.0,0.0,A/5. 13032,7.7333,,Q
422,423.0,0.0,3.0,"Zimmerman, Mr. Leo",male,29.0,0.0,0.0,315082,7.875,,S
423,424.0,0.0,3.0,"Danbom, Mrs. Ernst Gilbert (Anna Sigrid Maria Brogren)",female,28.0,1.0,1.0,347080,14.4,,S
424,425.0,0.0,3.0,"Rosblom, Mr. Viktor Richard",male,18.0,1.0,1.0,370129,20.2125,,S
425,426.0,0.0,3.0,"Wiseman, Mr. Phillippe",male,,0.0,0.0,A/4. 34244,7.25,,S
426,427.0,1.0,2.0,"Clarke, Mrs. Charles V (Ada Maria Winfield)",female,28.0,1.0,0.0,2003,26.0,,S
427,428.0,1.0,2.0,"Phillips, Miss. Kate Florence (""Mrs Kate Louise Phillips Marshall"")",female,19.0,0.0,0.0,250655,26.0,,S
428,429.0,0.0,3.0,"Flynn, Mr. James",male,,0.0,0.0,364851,7.75,,Q
429,430.0,1.0,3.0,"Pickard, Mr. Berk (Berk Trembisky)",male,32.0,0.0,0.0,SOTON/O.Q. 392078,8.05,E10,S
430,431.0,1.0,1.0,"Bjornstrom-Steffansson, Mr. Mauritz Hakan",male,28.0,0.0,0.0,110564,26.55,C52,S
431,432.0,1.0,3.0,"Thorneycroft, Mrs. Percival (Florence Kate White)",female,,1.0,0.0,376564,16.1,,S
432,433.0,1.0,2.0,"Louch, Mrs. Charles Alexander (Alice Adelaide Slow)",female,42.0,1.0,0.0,SC/AH 3085,26.0,,S
433,434.0,0.0,3.0,"Kallio, Mr. Nikolai Erland",male,17.0,0.0,0.0,STON/O 2. 3101274,7.125,,S
434,435.0,0.0,1.0,"Silvey, Mr. William Baird",male,50.0,1.0,0.0,13507,55.9,E44,S
435,436.0,1.0,1.0,"Carter, Miss. Lucile Polk",female,14.0,1.0,2.0,113760,120.0,B96 B98,S
436,437.0,0.0,3.0,"Ford, Miss. Doolina Margaret ""Daisy""",female,21.0,2.0,2.0,W./C. 6608,34.375,,S
437,438.0,1.0,2.0,"Richards, Mrs. Sidney (Emily Hocking)",female,24.0,2.0,3.0,29106,18.75,,S
438,439.0,0.0,1.0,"Fortune, Mr. Mark",male,64.0,1.0,4.0,19950,263.0,C23 C25 C27,S
439,,,,,,,,,,,,
440,,,,,,,,,,,,
441,,,,,,,,,,,,
442,,,,,,,,,,,,
443,,,,,,,,,,,,
444,,,,,,,,,,,,
445,,,,,,,,,,,,
446,,,,,,,,,,,,
447,,,,,,,,,,,,
448,,,,,,,,,,,,
449,,,,,,,,,,,,
450,,,,,,,,,,,,
451,,,,,,,,,,,,
452,,,,,,,,,,,,
453,,,,,,,,,,,,
454,,,,,,,,,,,,
455,,,,,,,,,,,,
456,,,,,,,,,,,,
457,,,,,,,,,,,,
458,,,,,,,,,,,,
459,,,,,,,,,,,,
460,,,,,,,,,,,,
461,,,,,,,,,,,,
462,,,,,male,47.0,0.0,0.0,111320,38.5,E63,S
463,,,,,male,48.0,0.0,0.0,234360,13.0,,S
464,,,,,male,,0.0,0.0,A/S 2816,8.05,,S
465,,,,,male,38.0,0.0,0.0,SOTON/O.Q. 3101306,7.05,,S
466,,,,,male,,0.0,0.0,239853,0.0,,S
467,,,,,male,56.0,0.0,0.0,113792,26.55,,S
468,,,,,male,,0.0,0.0,36209,7.725,,Q
469,,,,,female,0.75,2.0,1.0,2666,19.2583,,C
470,,,,,male,,0.0,0.0,323592,7.25,,S
471,,,,,male,38.0,0.0,0.0,315089,8.6625,,S
472,,,,,female,33.0,1.0,2.0,C.A. 34651,27.75,,S
473,,,,,female,23.0,0.0,0.0,SC/AH Basle 541,13.7917,D,C
474,,,,,female,22.0,0.0,0.0,7553,9.8375,,S
475,,,,,male,,0.0,0.0,110465,52.0,A14,S
476,,,,,male,34.0,1.0,0.0,31027,21.0,,S
477,,,,,male,29.0,1.0,0.0,3460,7.0458,,S
478,,,,,male,22.0,0.0,0.0,350060,7.5208,,S
479,,,,,female,2.0,0.0,1.0,3101298,12.2875,,S
480,,,,,male,9.0,5.0,2.0,CA 2144,46.9,,S
481,,,,,male,,0.0,0.0,239854,0.0,,S
482,,,,,male,50.0,0.0,0.0,A/5 3594,8.05,,S
483,,,,,female,63.0,0.0,0.0,4134,9.5875,,S
484,,,,,male,25.0,1.0,0.0,11967,91.0792,B49,C
485,,,,,female,,3.0,1.0,4133,25.4667,,S
486,,,,,female,35.0,1.0,0.0,19943,90.0,C93,S
487,,,,,male,58.0,0.0,0.0,11771,29.7,B37,C
488,,,,,male,30.0,0.0,0.0,A.5. 18509,8.05,,S
489,,,,,male,9.0,1.0,1.0,C.A. 37671,15.9,,S
490,,,,,male,,1.0,0.0,65304,19.9667,,S
491,,,,,male,21.0,0.0,0.0,SOTON/OQ 3101317,7.25,,S
492,,,,,male,55.0,0.0,0.0,113787,30.5,C30,S
493,,,,,male,71.0,0.0,0.0,PC 17609,49.5042,,C
494,,,,,male,21.0,0.0,0.0,A/4 45380,8.05,,S
495,,,,,male,,0.0,0.0,2627,14.4583,,C
496,,,,,female,54.0,1.0,0.0,36947,78.2667,D20,C
497,,,,,male,,0.0,0.0,C.A. 6212,15.1,,S
498,,,,,female,25.0,1.0,2.0,113781,151.55,C22 C26,S
499,,,,,male,24.0,0.0,0.0,350035,7.7958,,S
500,,,,,male,17.0,0.0,0.0,315086,8.6625,,S
501,,,,,female,21.0,0.0,0.0,364846,7.75,,Q
502,,,,,female,,0.0,0.0,330909,7.6292,,Q
503,,,,,female,37.0,0.0,0.0,4135,9.5875,,S
504,,,,,female,16.0,0.0,0.0,110152,86.5,B79,S
505,,,,,male,18.0,1.0,0.0,PC 17758,108.9,C65,C
506,,,,,female,33.0,0.0,2.0,26360,26.0,,S
507,,,,,male,,0.0,0.0,111427,26.55,,S
508,,,,,male,28.0,0.0,0.0,C 4001,22.525,,S
509,,,,,male,26.0,0.0,0.0,1601,56.4958,,S
510,,,,,male,29.0,0.0,0.0,382651,7.75,,Q
511,,,,,male,,0.0,0.0,SOTON/OQ 3101316,8.05,,S
512,,,,,male,36.0,0.0,0.0,PC 17473,26.2875,E25,S
513,,,,,female,54.0,1.0,0.0,PC 17603,59.4,,C
514,,,,,male,24.0,0.0,0.0,349209,7.4958,,S
